Dates,Unnamed: 0_y,Month,DatePublishKey,DateReferenceDataKey,Year,isLatest,ProductName,LocationName,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre,Date
3/8/2012,,,,,,,,,,,,,,,,,,,,,,,
6/8/2012,,,,,,,,,,,,,,,,,,,,,,,
7/8/2012,,,,,,,,,,,,,,,,,,,,,,,
8/8/2012,,,,,,,,,,,,,,,,,,,,,,,
9/8/2012,,,,,,,,,,,,,,,,,,,,,,,
10/8/2012,151,8,20120810,20120810,2012,1,Soybean,United States of America,74.6,76.1,16,145,1515,115,1110,20,2692,27,89,2742,2857,36.1,10
13/8/2012,,,,,,,,,,,,,,,,,,,,,,,
14/8/2012,,,,,,,,,,,,,,,,,,,,,,,
15/8/2012,,,,,,,,,,,,,,,,,,,,,,,
16/8/2012,,,,,,,,,,,,,,,,,,,,,,,
17/8/2012,,,,,,,,,,,,,,,,,,,,,,,
20/8/2012,,,,,,,,,,,,,,,,,,,,,,,
21/8/2012,,,,,,,,,,,,,,,,,,,,,,,
22/8/2012,,,,,,,,,,,,,,,,,,,,,,,
23/8/2012,,,,,,,,,,,,,,,,,,,,,,,
24/8/2012,,,,,,,,,,,,,,,,,,,,,,,
27/8/2012,,,,,,,,,,,,,,,,,,,,,,,
28/8/2012,,,,,,,,,,,,,,,,,,,,,,,
29/8/2012,,,,,,,,,,,,,,,,,,,,,,,
30/8/2012,,,,,,,,,,,,,,,,,,,,,,,
31/8/2012,,,,,,,,,,,,,,,,,,,,,,,
3/9/2012,,,,,,,,,,,,,,,,,,,,,,,
4/9/2012,,,,,,,,,,,,,,,,,,,,,,,
5/9/2012,,,,,,,,,,,,,,,,,,,,,,,
6/9/2012,,,,,,,,,,,,,,,,,,,,,,,
7/9/2012,,,,,,,,,,,,,,,,,,,,,,,
10/9/2012,,,,,,,,,,,,,,,,,,,,,,,
11/9/2012,,,,,,,,,,,,,,,,,,,,,,,
12/9/2012,152,9,20120912,20120912,2012,1,Soybean,United States of America,74.6,76.1,16,130,1500,115,1055,20,2634,25,89,2670,2785,35.3,12
13/9/2012,,,,,,,,,,,,,,,,,,,,,,,
14/9/2012,,,,,,,,,,,,,,,,,,,,,,,
17/9/2012,,,,,,,,,,,,,,,,,,,,,,,
18/9/2012,,,,,,,,,,,,,,,,,,,,,,,
19/9/2012,,,,,,,,,,,,,,,,,,,,,,,
20/9/2012,,,,,,,,,,,,,,,,,,,,,,,
21/9/2012,,,,,,,,,,,,,,,,,,,,,,,
24/9/2012,,,,,,,,,,,,,,,,,,,,,,,
25/9/2012,,,,,,,,,,,,,,,,,,,,,,,
26/9/2012,,,,,,,,,,,,,,,,,,,,,,,
27/9/2012,,,,,,,,,,,,,,,,,,,,,,,
28/9/2012,,,,,,,,,,,,,,,,,,,,,,,
1/10/2012,,,,,,,,,,,,,,,,,,,,,,,
2/10/2012,,,,,,,,,,,,,,,,,,,,,,,
3/10/2012,,,,,,,,,,,,,,,,,,,,,,,
4/10/2012,,,,,,,,,,,,,,,,,,,,,,,
5/10/2012,,,,,,,,,,,,,,,,,,,,,,,
8/10/2012,,,,,,,,,,,,,,,,,,,,,,,
9/10/2012,,,,,,,,,,,,,,,,,,,,,,,
10/10/2012,,,,,,,,,,,,,,,,,,,,,,,
11/10/2012,153,10,20121011,20121011,2012,1,Soybean,United States of America,75.7,77.2,15.25,169,1540,130,1265,20,2860,26,89,2920,3050,37.8,11
12/10/2012,,,,,,,,,,,,,,,,,,,,,,,
15/10/2012,,,,,,,,,,,,,,,,,,,,,,,
16/10/2012,,,,,,,,,,,,,,,,,,,,,,,
17/10/2012,,,,,,,,,,,,,,,,,,,,,,,
18/10/2012,,,,,,,,,,,,,,,,,,,,,,,
19/10/2012,,,,,,,,,,,,,,,,,,,,,,,
22/10/2012,,,,,,,,,,,,,,,,,,,,,,,
23/10/2012,,,,,,,,,,,,,,,,,,,,,,,
24/10/2012,,,,,,,,,,,,,,,,,,,,,,,
25/10/2012,,,,,,,,,,,,,,,,,,,,,,,
26/10/2012,,,,,,,,,,,,,,,,,,,,,,,
29/10/2012,,,,,,,,,,,,,,,,,,,,,,,
30/10/2012,,,,,,,,,,,,,,,,,,,,,,,
31/10/2012,,,,,,,,,,,,,,,,,,,,,,,
1/11/2012,,,,,,,,,,,,,,,,,,,,,,,
2/11/2012,,,,,,,,,,,,,,,,,,,,,,,
5/11/2012,,,,,,,,,,,,,,,,,,,,,,,
6/11/2012,,,,,,,,,,,,,,,,,,,,,,,
7/11/2012,,,,,,,,,,,,,,,,,,,,,,,
8/11/2012,,,,,,,,,,,,,,,,,,,,,,,
9/11/2012,154,11,20121109,20121109,2012,1,Soybean,United States of America,75.7,77.2,14.9,169,1560,140,1345,20,2971,26,89,3021,3160,39.3,9
12/11/2012,,,,,,,,,,,,,,,,,,,,,,,
13/11/2012,,,,,,,,,,,,,,,,,,,,,,,
14/11/2012,,,,,,,,,,,,,,,,,,,,,,,
15/11/2012,,,,,,,,,,,,,,,,,,,,,,,
16/11/2012,,,,,,,,,,,,,,,,,,,,,,,
19/11/2012,,,,,,,,,,,,,,,,,,,,,,,
20/11/2012,,,,,,,,,,,,,,,,,,,,,,,
21/11/2012,,,,,,,,,,,,,,,,,,,,,,,
22/11/2012,,,,,,,,,,,,,,,,,,,,,,,
23/11/2012,,,,,,,,,,,,,,,,,,,,,,,
26/11/2012,,,,,,,,,,,,,,,,,,,,,,,
27/11/2012,,,,,,,,,,,,,,,,,,,,,,,
28/11/2012,,,,,,,,,,,,,,,,,,,,,,,
29/11/2012,,,,,,,,,,,,,,,,,,,,,,,
30/11/2012,,,,,,,,,,,,,,,,,,,,,,,
3/12/2012,,,,,,,,,,,,,,,,,,,,,,,
4/12/2012,,,,,,,,,,,,,,,,,,,,,,,
5/12/2012,,,,,,,,,,,,,,,,,,,,,,,
6/12/2012,,,,,,,,,,,,,,,,,,,,,,,
7/12/2012,,,,,,,,,,,,,,,,,,,,,,,
10/12/2012,,,,,,,,,,,,,,,,,,,,,,,
11/12/2012,155,12,20121211,20121211,2012,1,Soybean,United States of America,75.7,77.2,14.55,169,1570,130,1345,20,2971,26,89,3031,3160,39.3,11
12/12/2012,,,,,,,,,,,,,,,,,,,,,,,
13/12/2012,,,,,,,,,,,,,,,,,,,,,,,
14/12/2012,,,,,,,,,,,,,,,,,,,,,,,
17/12/2012,,,,,,,,,,,,,,,,,,,,,,,
18/12/2012,,,,,,,,,,,,,,,,,,,,,,,
19/12/2012,,,,,,,,,,,,,,,,,,,,,,,
20/12/2012,,,,,,,,,,,,,,,,,,,,,,,
21/12/2012,,,,,,,,,,,,,,,,,,,,,,,
24/12/2012,,,,,,,,,,,,,,,,,,,,,,,
25/12/2012,,,,,,,,,,,,,,,,,,,,,,,
26/12/2012,,,,,,,,,,,,,,,,,,,,,,,
27/12/2012,,,,,,,,,,,,,,,,,,,,,,,
28/12/2012,,,,,,,,,,,,,,,,,,,,,,,
31/12/2012,,,,,,,,,,,,,,,,,,,,,,,
1/1/2013,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,,,,,,,,,,,,,,,,,,,,,,,
3/1/2013,,,,,,,,,,,,,,,,,,,,,,,
4/1/2013,,,,,,,,,,,,,,,,,,,,,,,
7/1/2013,,,,,,,,,,,,,,,,,,,,,,,
8/1/2013,,,,,,,,,,,,,,,,,,,,,,,
9/1/2013,,,,,,,,,,,,,,,,,,,,,,,
10/1/2013,,,,,,,,,,,,,,,,,,,,,,,
11/1/2013,156,1,20130111,20130111,2013,1,Soybean,United States of America,76.1,77.2,14.25,169,1605,135,1345,20,3015,30,89,3070,3204,39.6,11
14/1/2013,,,,,,,,,,,,,,,,,,,,,,,
15/1/2013,,,,,,,,,,,,,,,,,,,,,,,
16/1/2013,,,,,,,,,,,,,,,,,,,,,,,
17/1/2013,,,,,,,,,,,,,,,,,,,,,,,
18/1/2013,,,,,,,,,,,,,,,,,,,,,,,
21/1/2013,,,,,,,,,,,,,,,,,,,,,,,
22/1/2013,,,,,,,,,,,,,,,,,,,,,,,
23/1/2013,,,,,,,,,,,,,,,,,,,,,,,
24/1/2013,,,,,,,,,,,,,,,,,,,,,,,
25/1/2013,,,,,,,,,,,,,,,,,,,,,,,
28/1/2013,,,,,,,,,,,,,,,,,,,,,,,
29/1/2013,,,,,,,,,,,,,,,,,,,,,,,
30/1/2013,,,,,,,,,,,,,,,,,,,,,,,
31/1/2013,,,,,,,,,,,,,,,,,,,,,,,
1/2/2013,,,,,,,,,,,,,,,,,,,,,,,
4/2/2013,,,,,,,,,,,,,,,,,,,,,,,
5/2/2013,,,,,,,,,,,,,,,,,,,,,,,
6/2/2013,,,,,,,,,,,,,,,,,,,,,,,
7/2/2013,,,,,,,,,,,,,,,,,,,,,,,
8/2/2013,157,2,20130208,20130208,2013,1,Soybean,United States of America,76.1,77.2,14.3,169,1615,125,1345,20,3015,30,89,3080,3204,39.6,8
11/2/2013,,,,,,,,,,,,,,,,,,,,,,,
12/2/2013,,,,,,,,,,,,,,,,,,,,,,,
13/2/2013,,,,,,,,,,,,,,,,,,,,,,,
14/2/2013,,,,,,,,,,,,,,,,,,,,,,,
15/2/2013,,,,,,,,,,,,,,,,,,,,,,,
18/2/2013,,,,,,,,,,,,,,,,,,,,,,,
19/2/2013,,,,,,,,,,,,,,,,,,,,,,,
20/2/2013,,,,,,,,,,,,,,,,,,,,,,,
21/2/2013,,,,,,,,,,,,,,,,,,,,,,,
22/2/2013,,,,,,,,,,,,,,,,,,,,,,,
25/2/2013,,,,,,,,,,,,,,,,,,,,,,,
26/2/2013,,,,,,,,,,,,,,,,,,,,,,,
27/2/2013,,,,,,,,,,,,,,,,,,,,,,,
28/2/2013,,,,,,,,,,,,,,,,,,,,,,,
1/3/2013,,,,,,,,,,,,,,,,,,,,,,,
4/3/2013,,,,,,,,,,,,,,,,,,,,,,,
5/3/2013,,,,,,,,,,,,,,,,,,,,,,,
6/3/2013,,,,,,,,,,,,,,,,,,,,,,,
7/3/2013,,,,,,,,,,,,,,,,,,,,,,,
8/3/2013,158,3,20130308,20130308,2013,1,Soybean,United States of America,76.1,77.2,14.3,169,1615,125,1345,20,3015,30,89,3080,3204,39.6,8
11/3/2013,,,,,,,,,,,,,,,,,,,,,,,
12/3/2013,,,,,,,,,,,,,,,,,,,,,,,
13/3/2013,,,,,,,,,,,,,,,,,,,,,,,
14/3/2013,,,,,,,,,,,,,,,,,,,,,,,
15/3/2013,,,,,,,,,,,,,,,,,,,,,,,
18/3/2013,,,,,,,,,,,,,,,,,,,,,,,
19/3/2013,,,,,,,,,,,,,,,,,,,,,,,
20/3/2013,,,,,,,,,,,,,,,,,,,,,,,
21/3/2013,,,,,,,,,,,,,,,,,,,,,,,
22/3/2013,,,,,,,,,,,,,,,,,,,,,,,
25/3/2013,,,,,,,,,,,,,,,,,,,,,,,
26/3/2013,,,,,,,,,,,,,,,,,,,,,,,
27/3/2013,,,,,,,,,,,,,,,,,,,,,,,
28/3/2013,,,,,,,,,,,,,,,,,,,,,,,
29/3/2013,,,,,,,,,,,,,,,,,,,,,,,
1/4/2013,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,,,,,,,,,,,,,,,,,,,,,,,
3/4/2013,,,,,,,,,,,,,,,,,,,,,,,
4/4/2013,,,,,,,,,,,,,,,,,,,,,,,
5/4/2013,,,,,,,,,,,,,,,,,,,,,,,
8/4/2013,,,,,,,,,,,,,,,,,,,,,,,
9/4/2013,,,,,,,,,,,,,,,,,,,,,,,
10/4/2013,159,4,20130410,20130410,2013,1,Soybean,United States of America,76.1,77.2,14.3,169,1635,125,1350,20,3015,5,90,3080,3204,39.6,10
11/4/2013,,,,,,,,,,,,,,,,,,,,,,,
12/4/2013,,,,,,,,,,,,,,,,,,,,,,,
15/4/2013,,,,,,,,,,,,,,,,,,,,,,,
16/4/2013,,,,,,,,,,,,,,,,,,,,,,,
17/4/2013,,,,,,,,,,,,,,,,,,,,,,,
18/4/2013,,,,,,,,,,,,,,,,,,,,,,,
19/4/2013,,,,,,,,,,,,,,,,,,,,,,,
22/4/2013,,,,,,,,,,,,,,,,,,,,,,,
23/4/2013,,,,,,,,,,,,,,,,,,,,,,,
24/4/2013,,,,,,,,,,,,,,,,,,,,,,,
25/4/2013,,,,,,,,,,,,,,,,,,,,,,,
26/4/2013,,,,,,,,,,,,,,,,,,,,,,,
29/4/2013,,,,,,,,,,,,,,,,,,,,,,,
30/4/2013,,,,,,,,,,,,,,,,,,,,,,,
1/5/2013,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,,,,,,,,,,,,,,,,,,,,,,,
3/5/2013,,,,,,,,,,,,,,,,,,,,,,,
6/5/2013,,,,,,,,,,,,,,,,,,,,,,,
7/5/2013,,,,,,,,,,,,,,,,,,,,,,,
8/5/2013,,,,,,,,,,,,,,,,,,,,,,,
9/5/2013,,,,,,,,,,,,,,,,,,,,,,,
10/5/2013,160,5,20130510,20130510,2013,1,Soybean,United States of America,76.2,77.1,10.5,125,1695,265,1450,15,3390,33,87,3264,3530,44.5,10
13/5/2013,,,,,,,,,,,,,,,,,,,,,,,
14/5/2013,,,,,,,,,,,,,,,,,,,,,,,
15/5/2013,,,,,,,,,,,,,,,,,,,,,,,
16/5/2013,,,,,,,,,,,,,,,,,,,,,,,
17/5/2013,,,,,,,,,,,,,,,,,,,,,,,
20/5/2013,,,,,,,,,,,,,,,,,,,,,,,
21/5/2013,,,,,,,,,,,,,,,,,,,,,,,
22/5/2013,,,,,,,,,,,,,,,,,,,,,,,
23/5/2013,,,,,,,,,,,,,,,,,,,,,,,
24/5/2013,,,,,,,,,,,,,,,,,,,,,,,
27/5/2013,,,,,,,,,,,,,,,,,,,,,,,
28/5/2013,,,,,,,,,,,,,,,,,,,,,,,
29/5/2013,,,,,,,,,,,,,,,,,,,,,,,
30/5/2013,,,,,,,,,,,,,,,,,,,,,,,
31/5/2013,,,,,,,,,,,,,,,,,,,,,,,
3/6/2013,,,,,,,,,,,,,,,,,,,,,,,
4/6/2013,,,,,,,,,,,,,,,,,,,,,,,
5/6/2013,,,,,,,,,,,,,,,,,,,,,,,
6/6/2013,,,,,,,,,,,,,,,,,,,,,,,
7/6/2013,,,,,,,,,,,,,,,,,,,,,,,
10/6/2013,,,,,,,,,,,,,,,,,,,,,,,
11/6/2013,,,,,,,,,,,,,,,,,,,,,,,
12/6/2013,161,6,20130612,20130612,2013,1,Soybean,United States of America,76.2,77.1,10.75,125,1695,265,1450,15,3390,33,87,3264,3530,44.5,12
13/6/2013,,,,,,,,,,,,,,,,,,,,,,,
14/6/2013,,,,,,,,,,,,,,,,,,,,,,,
17/6/2013,,,,,,,,,,,,,,,,,,,,,,,
18/6/2013,,,,,,,,,,,,,,,,,,,,,,,
19/6/2013,,,,,,,,,,,,,,,,,,,,,,,
20/6/2013,,,,,,,,,,,,,,,,,,,,,,,
21/6/2013,,,,,,,,,,,,,,,,,,,,,,,
24/6/2013,,,,,,,,,,,,,,,,,,,,,,,
25/6/2013,,,,,,,,,,,,,,,,,,,,,,,
26/6/2013,,,,,,,,,,,,,,,,,,,,,,,
27/6/2013,,,,,,,,,,,,,,,,,,,,,,,
28/6/2013,,,,,,,,,,,,,,,,,,,,,,,
1/7/2013,,,,,,,,,,,,,,,,,,,,,,,
2/7/2013,,,,,,,,,,,,,,,,,,,,,,,
3/7/2013,,,,,,,,,,,,,,,,,,,,,,,
4/7/2013,,,,,,,,,,,,,,,,,,,,,,,
5/7/2013,,,,,,,,,,,,,,,,,,,,,,,
8/7/2013,,,,,,,,,,,,,,,,,,,,,,,
9/7/2013,,,,,,,,,,,,,,,,,,,,,,,
10/7/2013,,,,,,,,,,,,,,,,,,,,,,,
11/7/2013,162,7,20130711,20130711,2013,1,Soybean,United States of America,76.9,77.7,10.75,125,1695,295,1450,15,3420,33,87,3264,3560,44.5,11
12/7/2013,,,,,,,,,,,,,,,,,,,,,,,
15/7/2013,,,,,,,,,,,,,,,,,,,,,,,
16/7/2013,,,,,,,,,,,,,,,,,,,,,,,
17/7/2013,,,,,,,,,,,,,,,,,,,,,,,
18/7/2013,,,,,,,,,,,,,,,,,,,,,,,
19/7/2013,,,,,,,,,,,,,,,,,,,,,,,
22/7/2013,,,,,,,,,,,,,,,,,,,,,,,
23/7/2013,,,,,,,,,,,,,,,,,,,,,,,
24/7/2013,,,,,,,,,,,,,,,,,,,,,,,
25/7/2013,,,,,,,,,,,,,,,,,,,,,,,
26/7/2013,,,,,,,,,,,,,,,,,,,,,,,
29/7/2013,,,,,,,,,,,,,,,,,,,,,,,
30/7/2013,,,,,,,,,,,,,,,,,,,,,,,
31/7/2013,,,,,,,,,,,,,,,,,,,,,,,
1/8/2013,,,,,,,,,,,,,,,,,,,,,,,
2/8/2013,,,,,,,,,,,,,,,,,,,,,,,
5/8/2013,,,,,,,,,,,,,,,,,,,,,,,
6/8/2013,,,,,,,,,,,,,,,,,,,,,,,
7/8/2013,,,,,,,,,,,,,,,,,,,,,,,
8/8/2013,,,,,,,,,,,,,,,,,,,,,,,
9/8/2013,,,,,,,,,,,,,,,,,,,,,,,
12/8/2013,163,8,20130812,20130812,2013,1,Soybean,United States of America,76.4,77.2,11.35,125,1675,220,1385,15,3255,29,87,3176,3396,42.6,12
13/8/2013,,,,,,,,,,,,,,,,,,,,,,,
14/8/2013,,,,,,,,,,,,,,,,,,,,,,,
15/8/2013,,,,,,,,,,,,,,,,,,,,,,,
16/8/2013,,,,,,,,,,,,,,,,,,,,,,,
19/8/2013,,,,,,,,,,,,,,,,,,,,,,,
20/8/2013,,,,,,,,,,,,,,,,,,,,,,,
21/8/2013,,,,,,,,,,,,,,,,,,,,,,,
22/8/2013,,,,,,,,,,,,,,,,,,,,,,,
23/8/2013,,,,,,,,,,,,,,,,,,,,,,,
26/8/2013,,,,,,,,,,,,,,,,,,,,,,,
27/8/2013,,,,,,,,,,,,,,,,,,,,,,,
28/8/2013,,,,,,,,,,,,,,,,,,,,,,,
29/8/2013,,,,,,,,,,,,,,,,,,,,,,,
30/8/2013,,,,,,,,,,,,,,,,,,,,,,,
2/9/2013,,,,,,,,,,,,,,,,,,,,,,,
3/9/2013,,,,,,,,,,,,,,,,,,,,,,,
4/9/2013,,,,,,,,,,,,,,,,,,,,,,,
5/9/2013,,,,,,,,,,,,,,,,,,,,,,,
6/9/2013,,,,,,,,,,,,,,,,,,,,,,,
9/9/2013,,,,,,,,,,,,,,,,,,,,,,,
10/9/2013,,,,,,,,,,,,,,,,,,,,,,,
11/9/2013,,,,,,,,,,,,,,,,,,,,,,,
12/9/2013,164,9,20130912,20130912,2013,1,Soybean,United States of America,76.4,77.2,12.5,125,1655,150,1370,15,3149,28,87,3140,3289,41.2,12
13/9/2013,,,,,,,,,,,,,,,,,,,,,,,
16/9/2013,,,,,,,,,,,,,,,,,,,,,,,
17/9/2013,,,,,,,,,,,,,,,,,,,,,,,
18/9/2013,,,,,,,,,,,,,,,,,,,,,,,
19/9/2013,,,,,,,,,,,,,,,,,,,,,,,
20/9/2013,,,,,,,,,,,,,,,,,,,,,,,
23/9/2013,,,,,,,,,,,,,,,,,,,,,,,
24/9/2013,,,,,,,,,,,,,,,,,,,,,,,
25/9/2013,,,,,,,,,,,,,,,,,,,,,,,
26/9/2013,,,,,,,,,,,,,,,,,,,,,,,
27/9/2013,,,,,,,,,,,,,,,,,,,,,,,
30/9/2013,,,,,,,,,,,,,,,,,,,,,,,
1/10/2013,,,,,,,,,,,,,,,,,,,,,,,
2/10/2013,,,,,,,,,,,,,,,,,,,,,,,
3/10/2013,,,,,,,,,,,,,,,,,,,,,,,
4/10/2013,,,,,,,,,,,,,,,,,,,,,,,
7/10/2013,,,,,,,,,,,,,,,,,,,,,,,
8/10/2013,,,,,,,,,,,,,,,,,,,,,,,
9/10/2013,,,,,,,,,,,,,,,,,,,,,,,
10/10/2013,,,,,,,,,,,,,,,,,,,,,,,
11/10/2013,,,,,,,,,,,,,,,,,,,,,,,
14/10/2013,,,,,,,,,,,,,,,,,,,,,,,
15/10/2013,,,,,,,,,,,,,,,,,,,,,,,
16/10/2013,,,,,,,,,,,,,,,,,,,,,,,
17/10/2013,,,,,,,,,,,,,,,,,,,,,,,
18/10/2013,,,,,,,,,,,,,,,,,,,,,,,
21/10/2013,,,,,,,,,,,,,,,,,,,,,,,
22/10/2013,,,,,,,,,,,,,,,,,,,,,,,
23/10/2013,,,,,,,,,,,,,,,,,,,,,,,
24/10/2013,,,,,,,,,,,,,,,,,,,,,,,
25/10/2013,,,,,,,,,,,,,,,,,,,,,,,
28/10/2013,,,,,,,,,,,,,,,,,,,,,,,
29/10/2013,,,,,,,,,,,,,,,,,,,,,,,
30/10/2013,,,,,,,,,,,,,,,,,,,,,,,
31/10/2013,,,,,,,,,,,,,,,,,,,,,,,
1/11/2013,,,,,,,,,,,,,,,,,,,,,,,
4/11/2013,,,,,,,,,,,,,,,,,,,,,,,
5/11/2013,,,,,,,,,,,,,,,,,,,,,,,
6/11/2013,,,,,,,,,,,,,,,,,,,,,,,
7/11/2013,,,,,,,,,,,,,,,,,,,,,,,
8/11/2013,165,11,20131108,20131108,2013,1,Soybean,United States of America,75.7,76.5,12.15,141,1685,170,1450,15,3258,22,87,3243,3413,43,8
11/11/2013,,,,,,,,,,,,,,,,,,,,,,,
12/11/2013,,,,,,,,,,,,,,,,,,,,,,,
13/11/2013,,,,,,,,,,,,,,,,,,,,,,,
14/11/2013,,,,,,,,,,,,,,,,,,,,,,,
15/11/2013,,,,,,,,,,,,,,,,,,,,,,,
18/11/2013,,,,,,,,,,,,,,,,,,,,,,,
19/11/2013,,,,,,,,,,,,,,,,,,,,,,,
20/11/2013,,,,,,,,,,,,,,,,,,,,,,,
21/11/2013,,,,,,,,,,,,,,,,,,,,,,,
22/11/2013,,,,,,,,,,,,,,,,,,,,,,,
25/11/2013,,,,,,,,,,,,,,,,,,,,,,,
26/11/2013,,,,,,,,,,,,,,,,,,,,,,,
27/11/2013,,,,,,,,,,,,,,,,,,,,,,,
28/11/2013,,,,,,,,,,,,,,,,,,,,,,,
29/11/2013,,,,,,,,,,,,,,,,,,,,,,,
2/12/2013,,,,,,,,,,,,,,,,,,,,,,,
3/12/2013,,,,,,,,,,,,,,,,,,,,,,,
4/12/2013,,,,,,,,,,,,,,,,,,,,,,,
5/12/2013,,,,,,,,,,,,,,,,,,,,,,,
6/12/2013,,,,,,,,,,,,,,,,,,,,,,,
9/12/2013,,,,,,,,,,,,,,,,,,,,,,,
10/12/2013,166,12,20131210,20131210,2013,1,Soybean,United States of America,75.7,76.5,12.5,141,1690,150,1475,25,3258,22,87,3274,3423,43,10
11/12/2013,,,,,,,,,,,,,,,,,,,,,,,
12/12/2013,,,,,,,,,,,,,,,,,,,,,,,
13/12/2013,,,,,,,,,,,,,,,,,,,,,,,
16/12/2013,,,,,,,,,,,,,,,,,,,,,,,
17/12/2013,,,,,,,,,,,,,,,,,,,,,,,
18/12/2013,,,,,,,,,,,,,,,,,,,,,,,
19/12/2013,,,,,,,,,,,,,,,,,,,,,,,
20/12/2013,,,,,,,,,,,,,,,,,,,,,,,
23/12/2013,,,,,,,,,,,,,,,,,,,,,,,
24/12/2013,,,,,,,,,,,,,,,,,,,,,,,
25/12/2013,,,,,,,,,,,,,,,,,,,,,,,
26/12/2013,,,,,,,,,,,,,,,,,,,,,,,
27/12/2013,,,,,,,,,,,,,,,,,,,,,,,
30/12/2013,,,,,,,,,,,,,,,,,,,,,,,
31/12/2013,,,,,,,,,,,,,,,,,,,,,,,
1/1/2014,,,,,,,,,,,,,,,,,,,,,,,
2/1/2014,,,,,,,,,,,,,,,,,,,,,,,
3/1/2014,,,,,,,,,,,,,,,,,,,,,,,
6/1/2014,,,,,,,,,,,,,,,,,,,,,,,
7/1/2014,,,,,,,,,,,,,,,,,,,,,,,
8/1/2014,,,,,,,,,,,,,,,,,,,,,,,
9/1/2014,,,,,,,,,,,,,,,,,,,,,,,
10/1/2014,167,1,20140110,20140110,2014,1,Soybean,United States of America,75.9,76.5,12.5,141,1700,150,1495,25,3289,22,87,3304,3454,43.3,10
13/1/2014,,,,,,,,,,,,,,,,,,,,,,,
14/1/2014,,,,,,,,,,,,,,,,,,,,,,,
15/1/2014,,,,,,,,,,,,,,,,,,,,,,,
16/1/2014,,,,,,,,,,,,,,,,,,,,,,,
17/1/2014,,,,,,,,,,,,,,,,,,,,,,,
20/1/2014,,,,,,,,,,,,,,,,,,,,,,,
21/1/2014,,,,,,,,,,,,,,,,,,,,,,,
22/1/2014,,,,,,,,,,,,,,,,,,,,,,,
23/1/2014,,,,,,,,,,,,,,,,,,,,,,,
24/1/2014,,,,,,,,,,,,,,,,,,,,,,,
27/1/2014,,,,,,,,,,,,,,,,,,,,,,,
28/1/2014,,,,,,,,,,,,,,,,,,,,,,,
29/1/2014,,,,,,,,,,,,,,,,,,,,,,,
30/1/2014,,,,,,,,,,,,,,,,,,,,,,,
31/1/2014,,,,,,,,,,,,,,,,,,,,,,,
3/2/2014,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014,,,,,,,,,,,,,,,,,,,,,,,
5/2/2014,,,,,,,,,,,,,,,,,,,,,,,
6/2/2014,,,,,,,,,,,,,,,,,,,,,,,
7/2/2014,,,,,,,,,,,,,,,,,,,,,,,
10/2/2014,168,2,20140210,20140210,2014,1,Soybean,United States of America,75.9,76.5,12.7,141,1700,150,1510,30,3289,12,87,3309,3459,43.3,10
11/2/2014,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014,,,,,,,,,,,,,,,,,,,,,,,
13/2/2014,,,,,,,,,,,,,,,,,,,,,,,
14/2/2014,,,,,,,,,,,,,,,,,,,,,,,
17/2/2014,,,,,,,,,,,,,,,,,,,,,,,
18/2/2014,,,,,,,,,,,,,,,,,,,,,,,
19/2/2014,,,,,,,,,,,,,,,,,,,,,,,
20/2/2014,,,,,,,,,,,,,,,,,,,,,,,
21/2/2014,,,,,,,,,,,,,,,,,,,,,,,
24/2/2014,,,,,,,,,,,,,,,,,,,,,,,
25/2/2014,,,,,,,,,,,,,,,,,,,,,,,
26/2/2014,,,,,,,,,,,,,,,,,,,,,,,
27/2/2014,,,,,,,,,,,,,,,,,,,,,,,
28/2/2014,,,,,,,,,,,,,,,,,,,,,,,
3/3/2014,,,,,,,,,,,,,,,,,,,,,,,
4/3/2014,,,,,,,,,,,,,,,,,,,,,,,
5/3/2014,,,,,,,,,,,,,,,,,,,,,,,
6/3/2014,,,,,,,,,,,,,,,,,,,,,,,
7/3/2014,,,,,,,,,,,,,,,,,,,,,,,
10/3/2014,169,3,20140310,20140310,2014,1,Soybean,United States of America,75.9,76.5,12.95,141,1690,145,1530,35,3289,12,87,3319,3464,43.3,10
11/3/2014,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014,,,,,,,,,,,,,,,,,,,,,,,
13/3/2014,,,,,,,,,,,,,,,,,,,,,,,
14/3/2014,,,,,,,,,,,,,,,,,,,,,,,
17/3/2014,,,,,,,,,,,,,,,,,,,,,,,
18/3/2014,,,,,,,,,,,,,,,,,,,,,,,
19/3/2014,,,,,,,,,,,,,,,,,,,,,,,
20/3/2014,,,,,,,,,,,,,,,,,,,,,,,
21/3/2014,,,,,,,,,,,,,,,,,,,,,,,
24/3/2014,,,,,,,,,,,,,,,,,,,,,,,
25/3/2014,,,,,,,,,,,,,,,,,,,,,,,
26/3/2014,,,,,,,,,,,,,,,,,,,,,,,
